externalPersonKey,eventKey,outcome,resultText,evidenceKey,confirmedBy,confirmedAt
DEMO-P063,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P064,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P065,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P066,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P067,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P068,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P069,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P070,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P071,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P072,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P073,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P074,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P075,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P076,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P077,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P078,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P079,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P080,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P081,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P082,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P083,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P084,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P085,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P086,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P087,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P088,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P089,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P090,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P091,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P092,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P093,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P094,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P095,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P096,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P097,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P098,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P099,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P100,BIOT-G2,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G2,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
